state,year,quarter,district,count,amount
Andaman & Nicobar Islands,2022,4,South Andaman,1835592,3600887266.099448
Andaman & Nicobar Islands,2022,4,North And Middle Andaman,93297,241431284.35581034
Andaman & Nicobar Islands,2022,4,Nicobars,58646,142355853.97352523
Andaman & Nicobar Islands,2023,1,South Andaman,2030078,3867385426.0
Andaman & Nicobar Islands,2023,1,North And Middle Andaman,152187,392080332.0
Andaman & Nicobar Islands,2023,1,Nicobars,94127,202062829.0
Andaman & Nicobar Islands,2023,2,South Andaman,2417058,4297737197.0
Andaman & Nicobar Islands,2023,2,North And Middle Andaman,181149,462414675.0
Andaman & Nicobar Islands,2023,2,Nicobars,109568,230192364.0
Andaman & Nicobar Islands,2023,3,South Andaman,2771397,4462201588.0
Andaman & Nicobar Islands,2023,3,North And Middle Andaman,198547,495623030.0
Andaman & Nicobar Islands,2023,3,Nicobars,128432,253772173.0
Andaman & Nicobar Islands,2023,4,South Andaman,3311962,5417264997.0
Andaman & Nicobar Islands,2023,4,North And Middle Andaman,230234,540759631.0
Andaman & Nicobar Islands,2023,4,Nicobars,153587,311527871.0
Andaman & Nicobar Islands,2024,1,South Andaman,3751724,5952049462.0
Andaman & Nicobar Islands,2024,1,North And Middle Andaman,266400,601756070.0
Andaman & Nicobar Islands,2024,1,Nicobars,166796,305346303.0
Andaman & Nicobar Islands,2024,2,South Andaman,4153251,6285248054.0
Andaman & Nicobar Islands,2024,2,North And Middle Andaman,313301,676844858.0
Andaman & Nicobar Islands,2024,2,Nicobars,186672,333687418.0
Andaman & Nicobar Islands,2024,3,South Andaman,4704639,6567147442.0
Andaman & Nicobar Islands,2024,3,North And Middle Andaman,364075,724234808.0
Andaman & Nicobar Islands,2024,3,Nicobar,210536,372462759.0
Andaman & Nicobar Islands,2024,4,South Andaman,5419850,7760167334.0
Andaman & Nicobar Islands,2024,4,North And Middle Andaman,411230,759100984.0
Andaman & Nicobar Islands,2024,4,Nicobar,232820,401676455.0
Andhra Pradesh,2018,1,Visakhapatnam,1256469,1749966196.5049949
Andhra Pradesh,2018,1,East Godavari,943935,1235785515.5997267
Andhra Pradesh,2018,1,Krishna,863935,1284255179.6156201
Andhra Pradesh,2018,1,Chittoor,830324,1009621878.0870512
Andhra Pradesh,2018,1,Guntur,815932,1108686589.0266826
Andhra Pradesh,2018,1,Kurnool,679623,764905298.7350456
Andhra Pradesh,2018,1,Anantapur,638664,788830646.0324218
Andhra Pradesh,2018,1,West Godavari,577090,853547668.7532666
Andhra Pradesh,2018,1,Prakasam,534757,748990775.8676486
Andhra Pradesh,2018,1,Spsr Nellore,531612,676643237.8069417
Andhra Pradesh,2018,2,Visakhapatnam,1641192,2987853607.2939095
Andhra Pradesh,2018,2,Krishna,1224987,2448141593.4919834
Andhra Pradesh,2018,2,East Godavari,1221677,2168914928.4239016
Andhra Pradesh,2018,2,Chittoor,1185723,1990419125.8937118
Andhra Pradesh,2018,2,Guntur,1088101,2108475811.785997
Andhra Pradesh,2018,2,Kurnool,968439,1531888665.6843233
Andhra Pradesh,2018,2,Anantapur,937023,1690366079.0557928
Andhra Pradesh,2018,2,West Godavari,786033,1688025212.3045943
Andhra Pradesh,2018,2,Spsr Nellore,780454,1542057934.0108962
Andhra Pradesh,2018,2,Prakasam,739991,1571167562.1276274
Andhra Pradesh,2018,3,Visakhapatnam,3394576,4821892253.393524
Andhra Pradesh,2018,3,East Godavari,3226907,3551247095.3074465
Andhra Pradesh,2018,3,Kurnool,2921189,2908389261.5397735
Andhra Pradesh,2018,3,Krishna,2396934,3754202654.3844614
Andhra Pradesh,2018,3,Chittoor,2297429,3283517630.720593
Andhra Pradesh,2018,3,Guntur,1912529,3127764663.180438
Andhra Pradesh,2018,3,Anantapur,1815215,2681787750.464165
Andhra Pradesh,2018,3,Ysr,1557444,2235904512.2542048
Andhra Pradesh,2018,3,West Godavari,1431282,2309078492.805815
Andhra Pradesh,2018,3,Prakasam,1319651,2346453445.4838424
Andhra Pradesh,2018,4,Visakhapatnam,4791421,7366635864.849373
Andhra Pradesh,2018,4,Chittoor,3166201,4979093890.223491
Andhra Pradesh,2018,4,East Godavari,3052762,4652624623.436675
Andhra Pradesh,2018,4,Krishna,2839161,5416251838.130407
Andhra Pradesh,2018,4,Guntur,2546620,4730251217.696959
Andhra Pradesh,2018,4,Kurnool,2508530,3626544852.4069242
Andhra Pradesh,2018,4,Anantapur,2286391,3975878156.329829
Andhra Pradesh,2018,4,Spsr Nellore,1814997,3293448556.973445
Andhra Pradesh,2018,4,Ysr,1732527,3252340063.2478595
Andhra Pradesh,2018,4,Prakasam,1692862,3255254226.03728
Andhra Pradesh,2019,1,Visakhapatnam,9690866,13459857440.552685
Andhra Pradesh,2019,1,Chittoor,6486813,8223371732.233585
Andhra Pradesh,2019,1,Krishna,5443981,9061346433.072681
Andhra Pradesh,2019,1,East Godavari,5440146,7382264724.59952
Andhra Pradesh,2019,1,Guntur,4846553,7765934169.404485
Andhra Pradesh,2019,1,Kurnool,4193432,5541564892.509682
Andhra Pradesh,2019,1,Anantapur,3891336,6044730653.191345
Andhra Pradesh,2019,1,Spsr Nellore,3333584,5161932216.216368
Andhra Pradesh,2019,1,Prakasam,2931081,4807527779.215151
Andhra Pradesh,2019,1,Ysr,2852197,4915811593.896078
Andhra Pradesh,2019,2,Visakhapatnam,11705738,20797479804.029076
Andhra Pradesh,2019,2,Krishna,6428472,13437029115.620754
Andhra Pradesh,2019,2,Chittoor,5983308,10982727976.224325
Andhra Pradesh,2019,2,Guntur,5005275,10405246943.481495
Andhra Pradesh,2019,2,East Godavari,4699261,9116404622.47651
Andhra Pradesh,2019,2,Kurnool,3895824,7358285187.018034
Andhra Pradesh,2019,2,Anantapur,3578836,7830782361.3776655
Andhra Pradesh,2019,2,Spsr Nellore,3141891,6880873007.4820595
Andhra Pradesh,2019,2,Prakasam,2670529,6262396448.455348
Andhra Pradesh,2019,2,Ysr,2606284,6376856828.130632
Andhra Pradesh,2019,3,Visakhapatnam,16694947,26944837120.046288
Andhra Pradesh,2019,3,Krishna,8408474,16404073560.500784
Andhra Pradesh,2019,3,Chittoor,8201783,13837455758.755266
Andhra Pradesh,2019,3,Guntur,6942304,13075661264.188034
Andhra Pradesh,2019,3,East Godavari,6537303,11387726470.57774
Andhra Pradesh,2019,3,Kurnool,5139134,9025632779.412457
Andhra Pradesh,2019,3,Anantapur,4889720,9554081289.488277
Andhra Pradesh,2019,3,Spsr Nellore,4150195,8256600118.735449
Andhra Pradesh,2019,3,Prakasam,3430750,7354502261.150911
Andhra Pradesh,2019,3,Ysr,3296586,7447544274.2117815
Andhra Pradesh,2019,4,Visakhapatnam,23594874,39133296330.04462
Andhra Pradesh,2019,4,Krishna,11719402,23039786404.046635
Andhra Pradesh,2019,4,Chittoor,11246986,19298476027.875484
Andhra Pradesh,2019,4,Guntur,9761330,18565626418.035915
Andhra Pradesh,2019,4,East Godavari,9285739,16816774065.301317
Andhra Pradesh,2019,4,Kurnool,7001958,13233105728.54823
Andhra Pradesh,2019,4,Anantapur,6764112,13887248889.064064
Andhra Pradesh,2019,4,Spsr Nellore,5877804,11786014089.194025
Andhra Pradesh,2019,4,Prakasam,4865473,10604077824.801035
Andhra Pradesh,2019,4,Ysr,4793157,10865073855.730782
Andhra Pradesh,2020,1,Visakhapatnam,27115031,48809747614.678894
Andhra Pradesh,2020,1,Chittoor,13257740,23441848567.344193
Andhra Pradesh,2020,1,Krishna,12175289,24481702770.714714
Andhra Pradesh,2020,1,Guntur,11493331,22992734620.64621
Andhra Pradesh,2020,1,East Godavari,11346242,21854701379.428688
Andhra Pradesh,2020,1,Anantapur,8466129,17864325752.82528
Andhra Pradesh,2020,1,Kurnool,8246869,17022710311.813044
Andhra Pradesh,2020,1,Spsr Nellore,7430247,15387829694.446861
Andhra Pradesh,2020,1,Prakasam,6318396,14169104764.526735
Andhra Pradesh,2020,1,Ysr,6031255,14059924636.819914
Andhra Pradesh,2020,2,Visakhapatnam,25300401,48293889917.41437
Andhra Pradesh,2020,2,Chittoor,14848197,27361300300.01902
Andhra Pradesh,2020,2,East Godavari,13130334,26319906327.32029
Andhra Pradesh,2020,2,Krishna,12313709,26964149095.36629
Andhra Pradesh,2020,2,Guntur,12308707,27463593607.83911
Andhra Pradesh,2020,2,Anantapur,10473739,22094006659.412506
Andhra Pradesh,2020,2,Kurnool,9821381,22419372061.805172
Andhra Pradesh,2020,2,Spsr Nellore,9454274,20665376460.772232
Andhra Pradesh,2020,2,Prakasam,8844580,19846026726.90433
Andhra Pradesh,2020,2,Ysr,8033609,19597207268.132023
Andhra Pradesh,2020,3,Visakhapatnam,34421299,67628440368.111465
Andhra Pradesh,2020,3,Chittoor,20501863,42811566246.16463
Andhra Pradesh,2020,3,Krishna,19110457,44788458672.084435
Andhra Pradesh,2020,3,East Godavari,17972431,39300043804.75851
Andhra Pradesh,2020,3,Guntur,17601395,42531195809.75448
Andhra Pradesh,2020,3,Spsr Nellore,16468209,39128324534.03021
Andhra Pradesh,2020,3,Anantapur,14447683,34102037972.657852
Andhra Pradesh,2020,3,Kurnool,13243292,32529351107.17173
Andhra Pradesh,2020,3,Prakasam,12266310,31221704852.44969
Andhra Pradesh,2020,3,Ysr,11934653,32037007334.12973
Andhra Pradesh,2020,4,Visakhapatnam,46551467,91879823025.40399
Andhra Pradesh,2020,4,Chittoor,29590411,61505711149.79541
Andhra Pradesh,2020,4,Krishna,27981050,64461504667.60722
Andhra Pradesh,2020,4,Guntur,26136538,60641872021.25432
Andhra Pradesh,2020,4,East Godavari,25989490,58732615663.11841
Andhra Pradesh,2020,4,Anantapur,20996384,49732610814.26222
Andhra Pradesh,2020,4,Spsr Nellore,20934374,49115443663.37911
Andhra Pradesh,2020,4,Kurnool,18737323,44718203115.22612
Andhra Pradesh,2020,4,Prakasam,16176867,41852443493.515396
Andhra Pradesh,2020,4,Ysr,15676878,42572974713.440254
Andhra Pradesh,2021,1,Visakhapatnam,48248923,95308386037.84721
Andhra Pradesh,2021,1,Krishna,29717175,69715406644.53484
Andhra Pradesh,2021,1,Chittoor,29342609,60947491846.66088
Andhra Pradesh,2021,1,Guntur,27445045,64207987853.108406
Andhra Pradesh,2021,1,East Godavari,26190701,60027984987.96951
Andhra Pradesh,2021,1,Spsr Nellore,22541428,52210333201.53073
Andhra Pradesh,2021,1,Anantapur,20102957,48353870395.01808
Andhra Pradesh,2021,1,Kurnool,17918524,44941629659.56964
Andhra Pradesh,2021,1,West Godavari,16015685,42124030669.36127
Andhra Pradesh,2021,1,Ysr,15374473,42570919448.50447
Andhra Pradesh,2021,2,Visakhapatnam,54390299,114439012713.35336
Andhra Pradesh,2021,2,Krishna,36370960,90021923049.96454
Andhra Pradesh,2021,2,Chittoor,34344902,73654690122.43158
Andhra Pradesh,2021,2,Guntur,32968819,82356914463.83287
Andhra Pradesh,2021,2,East Godavari,31717908,74604325863.66068
Andhra Pradesh,2021,2,Spsr Nellore,30290406,72283071757.09679
Andhra Pradesh,2021,2,Anantapur,25123346,60987487571.27992
Andhra Pradesh,2021,2,Kurnool,21972396,56659287474.995804
Andhra Pradesh,2021,2,West Godavari,20950964,57233116236.18796
Andhra Pradesh,2021,2,Prakasam,19944047,54535328043.04135
Andhra Pradesh,2021,3,Visakhapatnam,69220981,136945652159.26517
Andhra Pradesh,2021,3,Krishna,44828275,104417897558.58972
Andhra Pradesh,2021,3,Chittoor,42628568,89371931753.04831
Andhra Pradesh,2021,3,Guntur,41675093,96525353090.12305
Andhra Pradesh,2021,3,East Godavari,39572714,89380370072.7078
Andhra Pradesh,2021,3,Spsr Nellore,34411958,77839676988.30869
Andhra Pradesh,2021,3,Anantapur,30366444,70291248155.64975
Andhra Pradesh,2021,3,Kurnool,26377809,62527453761.59807
Andhra Pradesh,2021,3,West Godavari,26245039,66647238455.1675
Andhra Pradesh,2021,3,Prakasam,24116580,63367713446.928055
Andhra Pradesh,2021,4,Visakhapatnam,82711538,159530099772.73474
Andhra Pradesh,2021,4,Krishna,55489829,125015323207.89836
Andhra Pradesh,2021,4,Chittoor,51119640,103985734663.73514
Andhra Pradesh,2021,4,Guntur,50919286,115553993673.17336
Andhra Pradesh,2021,4,East Godavari,48992531,106725597026.00357
Andhra Pradesh,2021,4,Spsr Nellore,41921081,92256405076.26547
Andhra Pradesh,2021,4,Anantapur,36129136,81239787006.64764
Andhra Pradesh,2021,4,West Godavari,33235175,81292461575.08183
Andhra Pradesh,2021,4,Kurnool,31782248,73968947669.64754
Andhra Pradesh,2021,4,Prakasam,27858275,71323060008.47623
Andhra Pradesh,2022,1,Visakhapatnam,88233362,170120350591.26004
Andhra Pradesh,2022,1,Krishna,61826199,139690081529.49048
Andhra Pradesh,2022,1,Chittoor,58561024,117900595508.63399
Andhra Pradesh,2022,1,Guntur,57226996,129673727687.08943
Andhra Pradesh,2022,1,East Godavari,54738830,121067103712.79568
Andhra Pradesh,2022,1,Spsr Nellore,47645702,104895571602.13988
Andhra Pradesh,2022,1,Anantapur,40613148,90197023268.43825
Andhra Pradesh,2022,1,West Godavari,37271259,92397939903.60936
Andhra Pradesh,2022,1,Kurnool,35093633,81568420500.54747
Andhra Pradesh,2022,1,Prakasam,31340975,79494373254.71565
Andhra Pradesh,2022,2,Visakhapatnam,101387402,193242841582.14282
Andhra Pradesh,2022,2,Krishna,73525814,163997729295.93127
Andhra Pradesh,2022,2,Chittoor,67507661,136435445124.75615
Andhra Pradesh,2022,2,Guntur,66315749,147098141568.76227
Andhra Pradesh,2022,2,East Godavari,62072845,135531452997.6391
Andhra Pradesh,2022,2,Spsr Nellore,54838708,121941082043.49483
Andhra Pradesh,2022,2,Anantapur,46099366,102138758015.76915
Andhra Pradesh,2022,2,West Godavari,44409239,107973244960.42824
Andhra Pradesh,2022,2,Kurnool,40165692,92409350855.502
Andhra Pradesh,2022,2,Prakasam,36163507,90435082545.97768
Andhra Pradesh,2022,3,Visakhapatnam,97434546,181124419863.61444
Andhra Pradesh,2022,3,Krishna,71051144,153770559025.69122
Andhra Pradesh,2022,3,Chittoor,65751781,133053581631.63948
Andhra Pradesh,2022,3,Guntur,65612317,141588522953.23773
Andhra Pradesh,2022,3,East Godavari,61467134,129677722169.74829
Andhra Pradesh,2022,3,Anantapur,45165363,97735649608.10074
Andhra Pradesh,2022,3,West Godavari,43635951,101706854744.31876
Andhra Pradesh,2022,3,Spsr Nellore,42116582,95099325968.25974
Andhra Pradesh,2022,3,Kurnool,39557913,88415335176.31995
Andhra Pradesh,2022,3,Prakasam,35376080,87475230073.46387
Andhra Pradesh,2022,4,Visakhapatnam,103790055,185306149744.73105
Andhra Pradesh,2022,4,Krishna,76526667,157826011193.35443
Andhra Pradesh,2022,4,Guntur,70723763,146938735166.52365
Andhra Pradesh,2022,4,Chittoor,70322534,136840859888.18156
Andhra Pradesh,2022,4,East Godavari,68016055,136531110139.86255
Andhra Pradesh,2022,4,Anantapur,48299601,101533878537.23431
Andhra Pradesh,2022,4,West Godavari,47919930,105335724990.59326
Andhra Pradesh,2022,4,Kurnool,43524766,94667441029.08344
Andhra Pradesh,2022,4,Spsr Nellore,42582064,92085916180.68509
Andhra Pradesh,2022,4,Prakasam,37211077,88105031866.36835
Andhra Pradesh,2023,1,Visakhapatnam,164358781,277211090180.0
Andhra Pradesh,2023,1,Krishna,122104381,238058890676.0
Andhra Pradesh,2023,1,Chittoor,120192355,218037027226.0
Andhra Pradesh,2023,1,East Godavari,115196449,223454724672.0
Andhra Pradesh,2023,1,Guntur,114246185,226244225817.0
Andhra Pradesh,2023,1,Anantapur,82127373,162287796625.0
Andhra Pradesh,2023,1,West Godavari,79094558,165941144654.0
Andhra Pradesh,2023,1,Kurnool,72405172,149100361797.0
Andhra Pradesh,2023,1,Spsr Nellore,71318689,143967164643.0
Andhra Pradesh,2023,1,Prakasam,63671149,141672839638.0
Andhra Pradesh,2023,2,Visakhapatnam,184918179,303874597259.0
Andhra Pradesh,2023,2,Krishna,141748488,267001403933.0
Andhra Pradesh,2023,2,Chittoor,136283483,245550525910.0
Andhra Pradesh,2023,2,Guntur,132035450,254140764680.0
Andhra Pradesh,2023,2,East Godavari,131243375,245134717109.0
Andhra Pradesh,2023,2,West Godavari,92533269,187699526244.0
Andhra Pradesh,2023,2,Anantapur,91695174,180050369328.0
Andhra Pradesh,2023,2,Spsr Nellore,82056071,165181391414.0
Andhra Pradesh,2023,2,Kurnool,81475907,166991990104.0
Andhra Pradesh,2023,2,Prakasam,73598725,158428689659.0
Andhra Pradesh,2023,3,Visakhapatnam,209884966,328927220951.0
Andhra Pradesh,2023,3,Krishna,159421907,279540224039.0
Andhra Pradesh,2023,3,Chittoor,152863845,265404757144.0
Andhra Pradesh,2023,3,Guntur,150246761,270651818044.0
Andhra Pradesh,2023,3,East Godavari,148701666,260414286361.0
Andhra Pradesh,2023,3,Anantapur,104539628,192477441164.0
Andhra Pradesh,2023,3,West Godavari,102962058,191891823401.0
Andhra Pradesh,2023,3,Spsr Nellore,93875073,176593750929.0
Andhra Pradesh,2023,3,Kurnool,92890445,172979053545.0
Andhra Pradesh,2023,3,Prakasam,84447202,171207298619.0
Andhra Pradesh,2023,4,Visakhapatnam,223584765,344512874812.0
Andhra Pradesh,2023,4,Krishna,173309415,298339038877.0
Andhra Pradesh,2023,4,Chittoor,163521593,274132458092.0
Andhra Pradesh,2023,4,East Godavari,162793144,282329255747.0
Andhra Pradesh,2023,4,Guntur,160724947,281806839570.0
Andhra Pradesh,2023,4,West Godavari,114825704,209237892746.0
Andhra Pradesh,2023,4,Anantapur,113698752,203367177888.0
Andhra Pradesh,2023,4,Kurnool,103816175,190597527675.0
Andhra Pradesh,2023,4,Spsr Nellore,97721962,179306028468.0
Andhra Pradesh,2023,4,Prakasam,89721677,174929737360.0
Andhra Pradesh,2024,1,Visakhapatnam,238418938,363341573689.0
Andhra Pradesh,2024,1,Krishna,186352072,316993492628.0
Andhra Pradesh,2024,1,Chittoor,179903083,289620567340.0
Andhra Pradesh,2024,1,East Godavari,179489444,306324309402.0
Andhra Pradesh,2024,1,Guntur,173636233,297371276946.0
Andhra Pradesh,2024,1,West Godavari,127602250,228733104931.0
Andhra Pradesh,2024,1,Anantapur,125240418,212681689201.0
Andhra Pradesh,2024,1,Kurnool,115036343,204805909023.0
Andhra Pradesh,2024,1,Spsr Nellore,108549115,190803645040.0
Andhra Pradesh,2024,1,Prakasam,99550457,187480623851.0
Andhra Pradesh,2024,2,Visakhapatnam,260339876,378402015204.0
Andhra Pradesh,2024,2,Krishna,206843456,335127419350.0
Andhra Pradesh,2024,2,East Godavari,197431466,319787453310.0
Andhra Pradesh,2024,2,Chittoor,194201427,307619765473.0
Andhra Pradesh,2024,2,Guntur,191134818,314056718623.0
Andhra Pradesh,2024,2,West Godavari,143617131,249493284812.0
Andhra Pradesh,2024,2,Anantapur,136536485,225723880453.0
Andhra Pradesh,2024,2,Kurnool,127978397,213990808953.0
Andhra Pradesh,2024,2,Spsr Nellore,121146667,208460354672.0
Andhra Pradesh,2024,2,Prakasam,112437837,202731369689.0
Andhra Pradesh,2024,3,Visakhapatnam,213106280,290036726818.0
Andhra Pradesh,2024,3,Ntr,152140699,224873105608.0
Andhra Pradesh,2024,3,Tirupati,149968579,211447552571.0
Andhra Pradesh,2024,3,Guntur,127566851,190039358188.0
Andhra Pradesh,2024,3,Sri Potti Sriramulu Nellore,106917876,175836307089.0
Andhra Pradesh,2024,3,Kakinada,95570509,138371672925.0
Andhra Pradesh,2024,3,Ananthapuramu,91820629,142914453423.0
Andhra Pradesh,2024,3,East Godavari,85529302,134055222841.0
Andhra Pradesh,2024,3,Prakasam,85310768,143771093092.0
Andhra Pradesh,2024,3,Eluru,81354859,126434474521.0
Andhra Pradesh,2024,4,Visakhapatnam,229565019,302371361659.0
Andhra Pradesh,2024,4,Ntr,171465537,247316521377.0
Andhra Pradesh,2024,4,Tirupati,159672169,217180680249.0
Andhra Pradesh,2024,4,Guntur,139286726,201755300053.0
Andhra Pradesh,2024,4,Sri Potti Sriramulu Nellore,114316424,182545036925.0
Andhra Pradesh,2024,4,Kakinada,106856932,150518386058.0
Andhra Pradesh,2024,4,Ananthapuramu,100670947,151922187881.0
Andhra Pradesh,2024,4,East Godavari,96791979,147921011637.0
Andhra Pradesh,2024,4,Eluru,92216645,140703076456.0
Andhra Pradesh,2024,4,Prakasam,90937455,149042387778.0
Arunachal Pradesh,2018,1,Papum Pare,14224,32555848.462331478
Arunachal Pradesh,2018,1,West Kameng,5787,9540632.547015157
Arunachal Pradesh,2018,1,Lohit,3747,11496949.54576835
Arunachal Pradesh,2018,1,East Siang,3286,5533620.186295529
Arunachal Pradesh,2018,1,Changlang,3195,5380749.415278763
Arunachal Pradesh,2018,1,Tawang,2334,5055665.022950603
Arunachal Pradesh,2018,1,Longding,2321,4361531.578447229
Arunachal Pradesh,2018,1,West Siang,1887,4796675.565399804
Arunachal Pradesh,2018,1,Lower Subansiri,1477,3650727.893614269
Arunachal Pradesh,2018,1,Namsai,1400,2162984.705083958
Arunachal Pradesh,2018,2,Papum Pare,25363,66520931.20355793
Arunachal Pradesh,2018,2,West Kameng,10466,25521321.34140157
Arunachal Pradesh,2018,2,Lohit,6962,20520618.881890118
Arunachal Pradesh,2018,2,East Siang,6363,15285584.202916935
Arunachal Pradesh,2018,2,Changlang,6066,13294258.50337311
Arunachal Pradesh,2018,2,Tawang,5447,13722374.811357912
Arunachal Pradesh,2018,2,Longding,4634,10271170.165521314
Arunachal Pradesh,2018,2,Namsai,3230,6271811.327635023
Arunachal Pradesh,2018,2,West Siang,2579,7610989.567485569
Arunachal Pradesh,2018,2,Lower Siang,2292,2179451.657976534
Arunachal Pradesh,2018,3,Papum Pare,43282,101080479.2917223
Arunachal Pradesh,2018,3,West Kameng,17026,48528147.45054105
Arunachal Pradesh,2018,3,Lohit,11595,32702331.664437763
Arunachal Pradesh,2018,3,East Siang,10539,24885270.773230057
Arunachal Pradesh,2018,3,Changlang,10162,20494174.949715402
Arunachal Pradesh,2018,3,Tawang,8715,25733824.994109266
Arunachal Pradesh,2018,3,Longding,5288,18327334.050755527
Arunachal Pradesh,2018,3,Namsai,5076,10698272.774381302
Arunachal Pradesh,2018,3,West Siang,3337,12966152.792519316
Arunachal Pradesh,2018,3,Tirap,3322,7479257.007852319
Arunachal Pradesh,2018,4,Papum Pare,55224,154875448.20778143
Arunachal Pradesh,2018,4,West Kameng,25439,89194886.84322134
Arunachal Pradesh,2018,4,Lohit,14268,40510521.949797615
Arunachal Pradesh,2018,4,Changlang,13950,32343047.413952358
Arunachal Pradesh,2018,4,East Siang,12893,34272134.344916776
Arunachal Pradesh,2018,4,Tawang,11104,35921510.89403269
Arunachal Pradesh,2018,4,Namsai,7244,17643523.29373534
Arunachal Pradesh,2018,4,Longding,6581,22545311.85089966
Arunachal Pradesh,2018,4,Tirap,5725,10811742.670586085
Arunachal Pradesh,2018,4,Lower Dibang Valley,4227,10951332.393937869
Arunachal Pradesh,2019,1,Papum Pare,70941,188556716.3567257
Arunachal Pradesh,2019,1,West Kameng,34289,101333633.67604163
Arunachal Pradesh,2019,1,Changlang,17589,40239141.669717625
Arunachal Pradesh,2019,1,Lohit,15896,42834776.778045304
Arunachal Pradesh,2019,1,East Siang,15621,39284373.05409969
Arunachal Pradesh,2019,1,Tawang,13102,39489779.13784294
Arunachal Pradesh,2019,1,Namsai,8600,20065516.616355177
Arunachal Pradesh,2019,1,Longding,7287,25349462.055245366
