state,year,quarter,district,count,amount
Andhra Pradesh,2023,4,East Godavari,4294,6404501.0
Andhra Pradesh,2023,4,Chittoor,4025,7322967.0
Andhra Pradesh,2023,4,Spsr Nellore,2739,3968074.0
Andhra Pradesh,2023,4,West Godavari,2198,3630998.0
Andhra Pradesh,2023,4,Anantapur,2143,3651525.0
Andhra Pradesh,2023,4,Ysr,1923,2738253.0
Andhra Pradesh,2023,4,Kurnool,1829,3161720.0
Andhra Pradesh,2024,1,Visakhapatnam,9034,12016206.0
Andhra Pradesh,2024,1,Krishna,5888,7907881.0
Andhra Pradesh,2024,1,East Godavari,5344,6899327.0
Andhra Pradesh,2024,1,Chittoor,4784,6901394.0
Andhra Pradesh,2024,1,Guntur,4613,5985992.0
Andhra Pradesh,2024,1,Spsr Nellore,2931,3961012.0
Andhra Pradesh,2024,1,West Godavari,2808,4029842.0
Andhra Pradesh,2024,1,Anantapur,2194,3722783.0
Andhra Pradesh,2024,1,Ysr,1935,2972264.0
Andhra Pradesh,2024,1,Kurnool,1916,2727094.0
Andhra Pradesh,2024,2,Visakhapatnam,9077,12170419.0
Andhra Pradesh,2024,2,Krishna,5321,7539878.0
Andhra Pradesh,2024,2,East Godavari,4730,6812370.0
Andhra Pradesh,2024,2,Guntur,3946,6093685.0
Andhra Pradesh,2024,2,Chittoor,3925,6646337.0
Andhra Pradesh,2024,2,Spsr Nellore,2708,4456805.0
Andhra Pradesh,2024,2,West Godavari,2505,3448213.0
Andhra Pradesh,2024,2,Prakasam,2008,2858214.0
Andhra Pradesh,2024,2,Anantapur,1868,3445825.0
Andhra Pradesh,2024,2,Kurnool,1664,2836292.0
Andhra Pradesh,2024,3,Visakhapatnam,8553,12088761.0
Andhra Pradesh,2024,3,Ntr,4856,6761184.0
Andhra Pradesh,2024,3,Guntur,3703,5419362.0
Andhra Pradesh,2024,3,Tirupati,3517,5808106.0
Andhra Pradesh,2024,3,Sri Potti Sriramulu Nellore,2386,3626372.0
Andhra Pradesh,2024,3,Kakinada,2269,3477318.0
Andhra Pradesh,2024,3,East Godavari,2001,3116536.0
Andhra Pradesh,2024,3,Anakapalli,1792,2253638.0
Andhra Pradesh,2024,3,Vizianagaram,1608,2223183.0
Andhra Pradesh,2024,3,Chittoor,1432,2748351.0
Andhra Pradesh,2024,4,Visakhapatnam,9897,13254184.0
Andhra Pradesh,2024,4,Ntr,7077,8504106.0
Andhra Pradesh,2024,4,Tirupati,4169,6081241.0
Andhra Pradesh,2024,4,Guntur,4159,5517638.0
Andhra Pradesh,2024,4,Sri Potti Sriramulu Nellore,3193,4050293.0
Andhra Pradesh,2024,4,Kakinada,2905,3879273.0
Andhra Pradesh,2024,4,East Godavari,2499,3119010.0
Andhra Pradesh,2024,4,Prakasam,2499,2645564.0
Andhra Pradesh,2024,4,Anakapalli,2018,2214934.0
Andhra Pradesh,2024,4,Vizianagaram,1926,1988306.0
Arunachal Pradesh,2020,2,Papum Pare,33,6304.0
Arunachal Pradesh,2020,2,Changlang,9,2511.0
Arunachal Pradesh,2020,2,Tirap,5,1026.0
Arunachal Pradesh,2020,2,West Siang,5,1124.0
Arunachal Pradesh,2020,2,Tawang,3,827.0
Arunachal Pradesh,2020,2,East Siang,2,469.0
Arunachal Pradesh,2020,2,West Kameng,2,513.0
Arunachal Pradesh,2020,2,Lower Dibang Valley,2,513.0
Arunachal Pradesh,2020,2,Lower Subansiri,1,231.0
Arunachal Pradesh,2020,2,Namsai,1,231.0
Arunachal Pradesh,2020,3,Papum Pare,60,15776.0
Arunachal Pradesh,2020,3,East Siang,22,9675.0
Arunachal Pradesh,2020,3,West Kameng,12,3466.0
Arunachal Pradesh,2020,3,Lohit,9,1557.0
Arunachal Pradesh,2020,3,West Siang,5,2052.0
Arunachal Pradesh,2020,3,Lower Dibang Valley,4,843.0
Arunachal Pradesh,2020,3,Tirap,3,939.0
Arunachal Pradesh,2020,3,Dibang Valley,3,66.0
Arunachal Pradesh,2020,3,Namsai,3,1486.0
Arunachal Pradesh,2020,3,East Kameng,2,695.0
Arunachal Pradesh,2020,4,Papum Pare,48,21298.0
Arunachal Pradesh,2020,4,West Kameng,15,22182.0
Arunachal Pradesh,2020,4,East Siang,10,8075.0
Arunachal Pradesh,2020,4,Tawang,10,9740.0
Arunachal Pradesh,2020,4,Lower Dibang Valley,9,1981.0
Arunachal Pradesh,2020,4,Changlang,7,5505.0
Arunachal Pradesh,2020,4,Lohit,5,4148.0
Arunachal Pradesh,2020,4,Tirap,4,1561.0
Arunachal Pradesh,2020,4,Lepa Rada,3,2685.0
Arunachal Pradesh,2020,4,Namsai,3,984.0
Arunachal Pradesh,2021,1,Papum Pare,65,62651.0
Arunachal Pradesh,2021,1,East Siang,18,8695.0
Arunachal Pradesh,2021,1,West Kameng,15,9871.0
Arunachal Pradesh,2021,1,Changlang,12,4524.0
Arunachal Pradesh,2021,1,Lohit,11,2951.0
Arunachal Pradesh,2021,1,Tawang,11,10155.0
Arunachal Pradesh,2021,1,Namsai,8,1248.0
Arunachal Pradesh,2021,1,West Siang,7,3690.0
Arunachal Pradesh,2021,1,Tirap,7,7696.0
Arunachal Pradesh,2021,1,Upper Subansiri,7,4237.0
Arunachal Pradesh,2021,2,Papum Pare,69,89335.0
Arunachal Pradesh,2021,2,West Kameng,20,17896.0
Arunachal Pradesh,2021,2,West Siang,18,8990.0
Arunachal Pradesh,2021,2,Lohit,16,21096.0
Arunachal Pradesh,2021,2,Lower Dibang Valley,14,8091.0
Arunachal Pradesh,2021,2,Tawang,13,23216.0
Arunachal Pradesh,2021,2,Changlang,12,11258.0
Arunachal Pradesh,2021,2,Namsai,11,8880.0
Arunachal Pradesh,2021,2,Lower Subansiri,10,4236.0
Arunachal Pradesh,2021,2,East Siang,6,2979.0
Arunachal Pradesh,2021,3,Papum Pare,50,95368.0
Arunachal Pradesh,2021,3,East Siang,23,32914.0
Arunachal Pradesh,2021,3,West Kameng,22,21566.0
Arunachal Pradesh,2021,3,West Siang,21,57300.0
Arunachal Pradesh,2021,3,Changlang,15,25894.0
Arunachal Pradesh,2021,3,Namsai,15,35207.0
Arunachal Pradesh,2021,3,Tirap,14,38082.0
Arunachal Pradesh,2021,3,Lower Dibang Valley,13,11845.0
Arunachal Pradesh,2021,3,Lohit,10,15097.0
Arunachal Pradesh,2021,3,Tawang,8,5436.0
Arunachal Pradesh,2021,4,Papum Pare,128,232985.0
Arunachal Pradesh,2021,4,West Kameng,37,61049.0
Arunachal Pradesh,2021,4,Changlang,26,59532.0
Arunachal Pradesh,2021,4,Lohit,17,19353.0
Arunachal Pradesh,2021,4,Tawang,14,28772.0
Arunachal Pradesh,2021,4,Tirap,14,37402.0
Arunachal Pradesh,2021,4,Namsai,14,19295.0
Arunachal Pradesh,2021,4,West Siang,14,25308.0
Arunachal Pradesh,2021,4,Lower Dibang Valley,11,12440.0
Arunachal Pradesh,2021,4,East Siang,7,22841.0
Arunachal Pradesh,2022,1,Papum Pare,149,339981.0
Arunachal Pradesh,2022,1,West Kameng,36,83342.0
Arunachal Pradesh,2022,1,Tirap,22,98280.0
Arunachal Pradesh,2022,1,East Siang,22,50073.0
Arunachal Pradesh,2022,1,Changlang,22,41022.0
Arunachal Pradesh,2022,1,Lohit,17,33684.0
Arunachal Pradesh,2022,1,Namsai,13,25903.0
Arunachal Pradesh,2022,1,Tawang,11,59469.0
Arunachal Pradesh,2022,1,Lower Dibang Valley,10,17012.0
Arunachal Pradesh,2022,1,Lower Subansiri,9,27520.0
Arunachal Pradesh,2022,2,Papum Pare,310,752159.0
Arunachal Pradesh,2022,2,West Kameng,47,115575.0
Arunachal Pradesh,2022,2,East Siang,29,107087.0
Arunachal Pradesh,2022,2,Tawang,26,61225.0
Arunachal Pradesh,2022,2,Changlang,25,51823.0
Arunachal Pradesh,2022,2,West Siang,24,54485.0
Arunachal Pradesh,2022,2,Lohit,21,59273.0
Arunachal Pradesh,2022,2,Tirap,15,32728.0
Arunachal Pradesh,2022,2,Namsai,14,34582.0
Arunachal Pradesh,2022,2,Lower Dibang Valley,13,25061.0
Arunachal Pradesh,2022,3,Papum Pare,250,590296.0
Arunachal Pradesh,2022,3,West Kameng,42,118030.0
Arunachal Pradesh,2022,3,East Siang,35,54567.0
Arunachal Pradesh,2022,3,Tawang,24,112439.0
Arunachal Pradesh,2022,3,Tirap,23,54004.0
Arunachal Pradesh,2022,3,Changlang,22,53679.0
Arunachal Pradesh,2022,3,Lohit,18,45865.0
Arunachal Pradesh,2022,3,Lower Dibang Valley,17,26960.0
Arunachal Pradesh,2022,3,West Siang,16,86941.0
Arunachal Pradesh,2022,3,East Kameng,15,25996.0
Arunachal Pradesh,2022,4,Papum Pare,249,557453.0
Arunachal Pradesh,2022,4,West Kameng,53,140810.0
Arunachal Pradesh,2022,4,Changlang,39,92295.0
Arunachal Pradesh,2022,4,Lohit,35,74057.0
Arunachal Pradesh,2022,4,East Siang,33,62867.0
Arunachal Pradesh,2022,4,Tawang,32,117810.0
Arunachal Pradesh,2022,4,Namsai,25,52176.0
Arunachal Pradesh,2022,4,Lower Dibang Valley,23,56348.0
Arunachal Pradesh,2022,4,West Siang,22,42902.0
Arunachal Pradesh,2022,4,Tirap,22,69612.0
Arunachal Pradesh,2023,1,Papum Pare,214,609907.0
Arunachal Pradesh,2023,1,Changlang,58,150506.0
Arunachal Pradesh,2023,1,West Kameng,58,148766.0
Arunachal Pradesh,2023,1,East Siang,45,131785.0
Arunachal Pradesh,2023,1,Tawang,43,177062.0
Arunachal Pradesh,2023,1,West Siang,26,77049.0
Arunachal Pradesh,2023,1,Lohit,22,48743.0
Arunachal Pradesh,2023,1,Tirap,20,42058.0
Arunachal Pradesh,2023,1,Lower Subansiri,18,52453.0
Arunachal Pradesh,2023,1,Lower Dibang Valley,17,32562.0
Arunachal Pradesh,2023,2,Papum Pare,261,767297.0
Arunachal Pradesh,2023,2,West Kameng,87,278705.0
Arunachal Pradesh,2023,2,East Siang,49,134410.0
Arunachal Pradesh,2023,2,Changlang,48,182270.0
Arunachal Pradesh,2023,2,Namsai,34,96483.0
Arunachal Pradesh,2023,2,Tawang,31,117759.0
Arunachal Pradesh,2023,2,Lohit,29,65934.0
Arunachal Pradesh,2023,2,Lower Dibang Valley,29,51944.0
Arunachal Pradesh,2023,2,West Siang,27,85810.0
Arunachal Pradesh,2023,2,Tirap,21,70549.0
Arunachal Pradesh,2023,3,Papum Pare,285,696186.0
Arunachal Pradesh,2023,3,West Kameng,65,185636.0
Arunachal Pradesh,2023,3,East Siang,59,113780.0
Arunachal Pradesh,2023,3,Changlang,44,108703.0
Arunachal Pradesh,2023,3,Tawang,39,129855.0
Arunachal Pradesh,2023,3,Lower Dibang Valley,39,140365.0
Arunachal Pradesh,2023,3,Tirap,38,135660.0
Arunachal Pradesh,2023,3,Namsai,34,55710.0
Arunachal Pradesh,2023,3,Lohit,29,102043.0
Arunachal Pradesh,2023,3,West Siang,23,92531.0
Arunachal Pradesh,2023,4,Papum Pare,318,852980.0
Arunachal Pradesh,2023,4,West Kameng,67,190405.0
Arunachal Pradesh,2023,4,Namsai,49,120567.0
Arunachal Pradesh,2023,4,West Siang,48,119227.0
Arunachal Pradesh,2023,4,Changlang,47,94883.0
Arunachal Pradesh,2023,4,Tawang,45,167579.0
Arunachal Pradesh,2023,4,East Siang,42,109484.0
Arunachal Pradesh,2023,4,Lower Dibang Valley,35,81825.0
Arunachal Pradesh,2023,4,Lohit,34,77356.0
Arunachal Pradesh,2023,4,Tirap,32,74981.0
Arunachal Pradesh,2024,1,Papum Pare,415,902815.0
Arunachal Pradesh,2024,1,West Kameng,109,264851.0
Arunachal Pradesh,2024,1,East Siang,88,195598.0
Arunachal Pradesh,2024,1,Changlang,60,119720.0
Arunachal Pradesh,2024,1,Lohit,58,125916.0
Arunachal Pradesh,2024,1,Tawang,57,123314.0
Arunachal Pradesh,2024,1,West Siang,49,128839.0
Arunachal Pradesh,2024,1,Lower Dibang Valley,48,123833.0
Arunachal Pradesh,2024,1,Namsai,37,74800.0
Arunachal Pradesh,2024,1,Lower Subansiri,31,47226.0
Arunachal Pradesh,2024,2,Papum Pare,361,844112.0
Arunachal Pradesh,2024,2,Tawang,192,165583.0
Arunachal Pradesh,2024,2,West Kameng,100,234304.0
Arunachal Pradesh,2024,2,Lohit,55,80040.0
Arunachal Pradesh,2024,2,Changlang,55,127100.0
Arunachal Pradesh,2024,2,East Siang,54,143926.0
Arunachal Pradesh,2024,2,West Siang,48,122922.0
Arunachal Pradesh,2024,2,Lower Subansiri,40,58095.0
Arunachal Pradesh,2024,2,Lower Dibang Valley,38,102160.0
Arunachal Pradesh,2024,2,Namsai,32,80520.0
Arunachal Pradesh,2024,3,Itanagar Capital Complex,218,512620.0
Arunachal Pradesh,2024,3,West Kameng,115,280805.0
Arunachal Pradesh,2024,3,Tawang,69,166341.0
Arunachal Pradesh,2024,3,Papum Pare,66,79642.0
Arunachal Pradesh,2024,3,Changlang,57,132735.0
Arunachal Pradesh,2024,3,East Siang,47,127890.0
Arunachal Pradesh,2024,3,Tirap,35,80188.0
Arunachal Pradesh,2024,3,Lohit,32,96133.0
Arunachal Pradesh,2024,3,West Siang,28,89620.0
Arunachal Pradesh,2024,3,Namsai,28,93343.0
Arunachal Pradesh,2024,4,Itanagar Capital Complex,240,638964.0
Arunachal Pradesh,2024,4,West Kameng,117,277233.0
Arunachal Pradesh,2024,4,East Siang,89,235678.0
Arunachal Pradesh,2024,4,Tawang,68,223139.0
Arunachal Pradesh,2024,4,Papum Pare,61,126855.0
Arunachal Pradesh,2024,4,Changlang,55,85559.0
Arunachal Pradesh,2024,4,West Siang,55,118386.0
Arunachal Pradesh,2024,4,Namsai,41,93403.0
Arunachal Pradesh,2024,4,Lower Subansiri,35,61313.0
Arunachal Pradesh,2024,4,Tirap,35,86267.0
Assam,2020,2,Kamrup Metropolitan,388,73071.0
Assam,2020,2,Nagaon,52,11413.0
Assam,2020,2,Sonitpur,46,10879.0
Assam,2020,2,Tinsukia,41,8863.0
Assam,2020,2,Dibrugarh,40,8918.0
Assam,2020,2,Lakhimpur,34,7772.0
Assam,2020,2,Cachar,31,6886.0
Assam,2020,2,Bongaigaon,30,6850.0
Assam,2020,2,Karimganj,27,6710.0
Assam,2020,2,Golaghat,25,5694.0
Assam,2020,3,Kamrup Metropolitan,698,186125.0
Assam,2020,3,Nagaon,111,29094.0
Assam,2020,3,Kamrup,100,27927.0
Assam,2020,3,Cachar,98,28618.0
Assam,2020,3,Barpeta,98,22486.0
Assam,2020,3,Dibrugarh,95,28716.0
Assam,2020,3,Sonitpur,88,26070.0
Assam,2020,3,Tinsukia,82,25873.0
Assam,2020,3,Bongaigaon,72,20029.0
Assam,2020,3,Jorhat,62,19518.0
Assam,2020,4,Kamrup Metropolitan,626,534531.0
Assam,2020,4,Nagaon,147,104375.0
Assam,2020,4,Barpeta,121,89658.0
Assam,2020,4,Tinsukia,121,110036.0
Assam,2020,4,Kamrup,110,73472.0
Assam,2020,4,Sonitpur,101,76365.0
Assam,2020,4,Dibrugarh,97,85549.0
Assam,2020,4,Cachar,91,63874.0
Assam,2020,4,Jorhat,82,61112.0
Assam,2020,4,Bongaigaon,69,45817.0
Assam,2021,1,Kamrup Metropolitan,909,638404.0
Assam,2021,1,Sonitpur,162,151386.0
Assam,2021,1,Nagaon,151,91536.0
Assam,2021,1,Barpeta,138,94523.0
