state,year,quarter,district,registered_users,app_opens
Karnataka,2022,4,Dharwad,1073312,78733050
Karnataka,2022,4,Shivamogga,743138,66146848
Karnataka,2022,4,Udupi,571724,32590884
Karnataka,2022,4,Gadag,344405,28743778
Karnataka,2023,1,Mysuru,1698270,90161448
Karnataka,2023,1,Chitradurga,577276,113201382
Karnataka,2023,1,Kalaburagi,954489,127885464
Karnataka,2023,1,Ramanagara,615896,59493340
Karnataka,2023,1,Mandya,727044,76581612
Karnataka,2023,1,Kodagu,237585,41570834
Karnataka,2023,1,Chikkamagaluru,459072,92973020
Karnataka,2023,1,Haveri,473622,66564417
Karnataka,2023,1,Ballari,1129725,97207505
Karnataka,2023,1,Belagavi,1785167,175385020
Karnataka,2023,1,Kolar,847439,53202056
Karnataka,2023,1,Uttara Kannada,540413,75109453
Karnataka,2023,1,Tumakuru,1169009,167953401
Karnataka,2023,1,Yadgir,306691,62015727
Karnataka,2023,1,Bengaluru Urban,15290372,116442486
Karnataka,2023,1,Chikkaballapura,593235,60081192
Karnataka,2023,1,Davanagere,802829,73247103
Karnataka,2023,1,Bagalkote,716409,88033550
Karnataka,2023,1,Vijayapura,865920,131690212
Karnataka,2023,1,Koppal,464500,77932820
Karnataka,2023,1,Bidar,657828,77934973
Karnataka,2023,1,Bengaluru Rural,1012098,25835126
Karnataka,2023,1,Raichur,686370,98007401
Karnataka,2023,1,Chamarajanagara,277848,56831393
Karnataka,2023,1,Dakshina Kannada,1159914,38770742
Karnataka,2023,1,Hassan,778649,113958295
Karnataka,2023,1,Dharwad,1121054,45460764
Karnataka,2023,1,Shivamogga,776127,111399847
Karnataka,2023,1,Udupi,596396,31444575
Karnataka,2023,1,Gadag,360179,51650130
Karnataka,2023,2,Mysuru,1762422,94585344
Karnataka,2023,2,Chitradurga,602604,114330700
Karnataka,2023,2,Kalaburagi,994209,123700970
Karnataka,2023,2,Ramanagara,640873,62650300
Karnataka,2023,2,Mandya,757769,71305905
Karnataka,2023,2,Kodagu,247271,39151365
Karnataka,2023,2,Chikkamagaluru,478558,97585935
Karnataka,2023,2,Haveri,494417,66268211
Karnataka,2023,2,Ballari,1176489,105780552
Karnataka,2023,2,Belagavi,1857344,175115603
Karnataka,2023,2,Kolar,882083,42821050
Karnataka,2023,2,Uttara Kannada,562688,73290486
Karnataka,2023,2,Tumakuru,1217798,162505361
Karnataka,2023,2,Yadgir,320726,67126342
Karnataka,2023,2,Bengaluru Urban,15812243,109050334
Karnataka,2023,2,Chikkaballapura,618312,58263816
Karnataka,2023,2,Davanagere,835923,83984294
Karnataka,2023,2,Bagalkote,746402,89087339
Karnataka,2023,2,Vijayapura,903119,136963174
Karnataka,2023,2,Koppal,484678,86475486
Karnataka,2023,2,Bidar,685705,78127731
Karnataka,2023,2,Bengaluru Rural,1051872,26709014
Karnataka,2023,2,Raichur,716341,100745658
Karnataka,2023,2,Chamarajanagara,290061,60958111
Karnataka,2023,2,Dakshina Kannada,1203271,43505507
Karnataka,2023,2,Hassan,811766,111902953
Karnataka,2023,2,Dharwad,1163908,44016905
Karnataka,2023,2,Shivamogga,807865,108008641
Karnataka,2023,2,Udupi,619756,32967508
Karnataka,2023,2,Gadag,375841,54592170
Karnataka,2023,3,Mysuru,1828718,84878465
Karnataka,2023,3,Chitradurga,627912,90300540
Karnataka,2023,3,Kalaburagi,1035286,117955918
Karnataka,2023,3,Ramanagara,666449,51460417
Karnataka,2023,3,Mandya,787757,60535905
Karnataka,2023,3,Kodagu,256757,56927932
Karnataka,2023,3,Chikkamagaluru,497918,71721597
Karnataka,2023,3,Haveri,515508,67875245
Karnataka,2023,3,Ballari,1225188,92275079
Karnataka,2023,3,Belagavi,1932291,184999352
Karnataka,2023,3,Kolar,918103,34428376
Karnataka,2023,3,Uttara Kannada,585835,53330016
Karnataka,2023,3,Tumakuru,1266959,127607098
Karnataka,2023,3,Yadgir,334813,64097492
Karnataka,2023,3,Bengaluru Urban,16382332,111010006
Karnataka,2023,3,Chikkaballapura,643678,97937729
Karnataka,2023,3,Davanagere,869642,67188321
Karnataka,2023,3,Bagalkote,777716,72453215
Karnataka,2023,3,Vijayapura,940972,124730680
Karnataka,2023,3,Koppal,504941,74560969
Karnataka,2023,3,Bidar,714233,55882623
Karnataka,2023,3,Bengaluru Rural,1093777,28830150
Karnataka,2023,3,Raichur,747336,85129518
Karnataka,2023,3,Chamarajanagara,301691,53893330
Karnataka,2023,3,Dakshina Kannada,1248816,35478063
Karnataka,2023,3,Hassan,844387,86591917
Karnataka,2023,3,Dharwad,1209368,50226620
Karnataka,2023,3,Shivamogga,840215,100104985
Karnataka,2023,3,Udupi,644187,30256477
Karnataka,2023,3,Gadag,391605,51721249
Karnataka,2023,4,Mysuru,1890549,128953830
Karnataka,2023,4,Chitradurga,652015,44027205
Karnataka,2023,4,Kalaburagi,1074402,78060424
Karnataka,2023,4,Ramanagara,690314,54228556
Karnataka,2023,4,Mandya,816622,64601628
Karnataka,2023,4,Kodagu,266025,22657043
Karnataka,2023,4,Chikkamagaluru,515983,27807022
Karnataka,2023,4,Haveri,535575,61682630
Karnataka,2023,4,Ballari,1271327,72152002
Karnataka,2023,4,Belagavi,2003090,128867053
Karnataka,2023,4,Kolar,951768,49337022
Karnataka,2023,4,Uttara Kannada,607938,43459685
Karnataka,2023,4,Tumakuru,1312600,76881699
Karnataka,2023,4,Yadgir,348157,24317900
Karnataka,2023,4,Bengaluru Urban,16895567,906189487
Karnataka,2023,4,Chikkaballapura,667029,53659073
Karnataka,2023,4,Davanagere,901602,60927542
Karnataka,2023,4,Bagalkote,807375,46239169
Karnataka,2023,4,Vijayapura,976055,62878513
Karnataka,2023,4,Koppal,524479,44202200
Karnataka,2023,4,Bidar,741449,45892915
Karnataka,2023,4,Bengaluru Rural,1132084,69408928
Karnataka,2023,4,Raichur,776213,44607337
Karnataka,2023,4,Chamarajanagara,313122,27313883
Karnataka,2023,4,Dakshina Kannada,1290406,79936519
Karnataka,2023,4,Hassan,874054,63162055
Karnataka,2023,4,Dharwad,1251728,66600887
Karnataka,2023,4,Shivamogga,870403,51430744
Karnataka,2023,4,Udupi,667022,39685396
Karnataka,2023,4,Gadag,406443,26371219
Karnataka,2024,1,Mysuru,1962181,71535830
Karnataka,2024,1,Chitradurga,680154,94585924
Karnataka,2024,1,Kalaburagi,1119845,123460464
Karnataka,2024,1,Ramanagara,717662,27800103
Karnataka,2024,1,Mandya,849693,52202665
Karnataka,2024,1,Kodagu,276644,198415811
Karnataka,2024,1,Chikkamagaluru,537082,48933568
Karnataka,2024,1,Haveri,558788,69350492
Karnataka,2024,1,Ballari,1324531,80947919
Karnataka,2024,1,Belagavi,2084358,111023855
Karnataka,2024,1,Kolar,990497,27757276
Karnataka,2024,1,Uttara Kannada,633449,50852009
Karnataka,2024,1,Tumakuru,1365972,85014280
Karnataka,2024,1,Yadgir,363612,48535799
Karnataka,2024,1,Bengaluru Urban,17506580,170835471
Karnataka,2024,1,Chikkaballapura,694505,206754304
Karnataka,2024,1,Davanagere,939100,42033107
Karnataka,2024,1,Bagalkote,841142,58000704
Karnataka,2024,1,Vijayapura,1016964,106411985
Karnataka,2024,1,Koppal,547012,61987161
Karnataka,2024,1,Bidar,773268,35951988
Karnataka,2024,1,Bengaluru Rural,1176781,17648106
Karnataka,2024,1,Raichur,810095,59451697
Karnataka,2024,1,Chamarajanagara,326186,46929097
Karnataka,2024,1,Dakshina Kannada,1339128,26651201
Karnataka,2024,1,Hassan,909593,62577927
Karnataka,2024,1,Dharwad,1300731,38953845
Karnataka,2024,1,Shivamogga,905800,97710714
Karnataka,2024,1,Udupi,693213,26754043
Karnataka,2024,1,Gadag,423575,36948157
Karnataka,2024,2,Mysuru,2034847,56285205
Karnataka,2024,2,Chitradurga,707217,94797636
Karnataka,2024,2,Kalaburagi,1163673,75581014
Karnataka,2024,2,Ramanagara,744735,50134761
Karnataka,2024,2,Mandya,881897,41207769
Karnataka,2024,2,Kodagu,286947,216314286
Karnataka,2024,2,Chikkamagaluru,557437,54433045
Karnataka,2024,2,Haveri,581238,32988891
Karnataka,2024,2,Ballari,1376117,62896026
Karnataka,2024,2,Belagavi,2164310,113800201
Karnataka,2024,2,Kolar,1028947,36924208
Karnataka,2024,2,Uttara Kannada,658174,52332951
Karnataka,2024,2,Tumakuru,1417721,86805183
Karnataka,2024,2,Yadgir,378097,32469610
Karnataka,2024,2,Bengaluru Urban,18127475,187497389
Karnataka,2024,2,Chikkaballapura,721147,238965072
Karnataka,2024,2,Davanagere,975741,48699087
Karnataka,2024,2,Bagalkote,874220,55862925
Karnataka,2024,2,Vijayapura,1056257,83272020
Karnataka,2024,2,Koppal,568505,82023835
Karnataka,2024,2,Bidar,803978,38661648
Karnataka,2024,2,Bengaluru Rural,1220937,78833216
Karnataka,2024,2,Raichur,842377,68648203
Karnataka,2024,2,Chamarajanagara,338917,47894678
Karnataka,2024,2,Dakshina Kannada,1387237,28123106
Karnataka,2024,2,Hassan,943617,61349149
Karnataka,2024,2,Dharwad,1349889,34917667
Karnataka,2024,2,Shivamogga,939730,77832896
Karnataka,2024,2,Udupi,719130,17422959
Karnataka,2024,2,Gadag,440092,38035782
Karnataka,2024,3,Mysuru,2094684,72321721
Karnataka,2024,3,Chitradurga,719609,206613058
Karnataka,2024,3,Kalaburagi,1192941,207137776
Karnataka,2024,3,Chamarajanagar,353368,185498850
Karnataka,2024,3,Ramanagara,731609,70617969
Karnataka,2024,3,Mandya,857069,39447413
Karnataka,2024,3,Kodagu,293826,21345142
Karnataka,2024,3,Chikkamagaluru,562103,62421160
Karnataka,2024,3,Haveri,608263,42522967
Karnataka,2024,3,Ballari,831415,60842413
Karnataka,2024,3,Belagavi,2164342,186975440
Karnataka,2024,3,Kolar,987151,32113597
Karnataka,2024,3,Vijayanagara,580937,67872560
Karnataka,2024,3,Uttara Kannada,637136,49122286
Karnataka,2024,3,Tumakuru,1407640,131488199
Karnataka,2024,3,Yadgiri,396767,102450980
Karnataka,2024,3,Bengaluru Urban,17566351,218932851
Karnataka,2024,3,Davanagere,884849,39055298
Karnataka,2024,3,Bagalkote,851339,90510008
Karnataka,2024,3,Vijayapura,1095925,103644251
Karnataka,2024,3,Koppal,599112,130637962
Karnataka,2024,3,Chikkaballapur,681032,62871003
Karnataka,2024,3,Bidar,768343,64264021
Karnataka,2024,3,Bengaluru Rural,1261422,22008590
Karnataka,2024,3,Raichur,816897,109401463
Karnataka,2024,3,Dakshina Kannada,1342395,26197514
Karnataka,2024,3,Hassan,948243,79420790
Karnataka,2024,3,Dharwad,1269822,107363807
Karnataka,2024,3,Shivamogga,941540,66381276
Karnataka,2024,3,Udupi,670693,10066737
Karnataka,2024,3,Gadag,431568,62178956
Karnataka,2024,4,Mysuru,2146289,135408249
Karnataka,2024,4,Chitradurga,742696,53952895
Karnataka,2024,4,Kalaburagi,1235497,84676828
Karnataka,2024,4,Chamarajanagar,363836,35545880
Karnataka,2024,4,Ramanagara,752938,60493741
Karnataka,2024,4,Mandya,873372,66101496
Karnataka,2024,4,Kodagu,302227,22391084
Karnataka,2024,4,Chikkamagaluru,578247,40874657
Karnataka,2024,4,Haveri,630618,44835481
Karnataka,2024,4,Ballari,861267,59887866
Karnataka,2024,4,Belagavi,2239598,150829429
Karnataka,2024,4,Kolar,1014848,77451429
Karnataka,2024,4,Vijayanagara,600307,37848173
Karnataka,2024,4,Uttara Kannada,656787,40529442
Karnataka,2024,4,Tumakuru,1447778,97405105
Karnataka,2024,4,Yadgiri,412126,34453004
Karnataka,2024,4,Bengaluru Urban,18101416,1101755596
Karnataka,2024,4,Davanagere,914480,70304281
Karnataka,2024,4,Bagalkote,881826,65476021
Karnataka,2024,4,Vijayapura,1133948,66012521
Karnataka,2024,4,Koppal,617694,47343941
Karnataka,2024,4,Chikkaballapur,698184,76016441
Karnataka,2024,4,Bidar,794542,63332708
Karnataka,2024,4,Bengaluru Rural,1297209,99002250
Karnataka,2024,4,Raichur,843768,59244993
Karnataka,2024,4,Dakshina Kannada,1381747,129649458
Karnataka,2024,4,Hassan,971438,74435049
Karnataka,2024,4,Dharwad,1311584,74218520
Karnataka,2024,4,Shivamogga,974463,55969279
Karnataka,2024,4,Udupi,690445,39802803
Karnataka,2024,4,Gadag,446478,26350386
Kerala,2018,1,Thiruvananthapuram,81846,0
Kerala,2018,1,Kasaragod,20008,0
Kerala,2018,1,Malappuram,86063,0
Kerala,2018,1,Pathanamthitta,18890,0
Kerala,2018,1,Wayanad,16239,0
Kerala,2018,1,Alappuzha,39275,0
Kerala,2018,1,Kozhikode,83422,0
Kerala,2018,1,Kollam,41946,0
Kerala,2018,1,Thrissur,67247,0
Kerala,2018,1,Palakkad,51507,0
Kerala,2018,1,Kannur,54093,0
Kerala,2018,1,Kottayam,43142,0
Kerala,2018,1,Ernakulam,159188,0
Kerala,2018,1,Idukki,21318,0
Kerala,2018,2,Thiruvananthapuram,115732,0
Kerala,2018,2,Kasaragod,27937,0
Kerala,2018,2,Malappuram,110526,0
Kerala,2018,2,Pathanamthitta,28129,0
Kerala,2018,2,Wayanad,22817,0
Kerala,2018,2,Alappuzha,54864,0
Kerala,2018,2,Kozhikode,110167,0
Kerala,2018,2,Kollam,59777,0
Kerala,2018,2,Thrissur,91046,0
Kerala,2018,2,Palakkad,71303,0
Kerala,2018,2,Kannur,72388,0
Kerala,2018,2,Kottayam,60088,0
Kerala,2018,2,Ernakulam,211942,0
Kerala,2018,2,Idukki,29871,0
Kerala,2018,3,Thiruvananthapuram,147475,0
Kerala,2018,3,Kasaragod,36621,0
Kerala,2018,3,Malappuram,134338,0
Kerala,2018,3,Pathanamthitta,36828,0
Kerala,2018,3,Wayanad,29824,0
Kerala,2018,3,Alappuzha,71052,0
Kerala,2018,3,Kozhikode,136469,0
Kerala,2018,3,Kollam,77192,0
Kerala,2018,3,Thrissur,115170,0
Kerala,2018,3,Palakkad,91071,0
Kerala,2018,3,Kannur,91537,0
Kerala,2018,3,Kottayam,77331,0
Kerala,2018,3,Ernakulam,263779,0
Kerala,2018,3,Idukki,38911,0
Kerala,2018,4,Thiruvananthapuram,194677,0
Kerala,2018,4,Kasaragod,48097,0
Kerala,2018,4,Malappuram,172300,0
Kerala,2018,4,Pathanamthitta,48717,0
Kerala,2018,4,Wayanad,39952,0
Kerala,2018,4,Alappuzha,93494,0
Kerala,2018,4,Kozhikode,176204,0
Kerala,2018,4,Kollam,102686,0
Kerala,2018,4,Thrissur,151138,0
Kerala,2018,4,Palakkad,118587,0
Kerala,2018,4,Kannur,117999,0
Kerala,2018,4,Kottayam,100756,0
Kerala,2018,4,Ernakulam,341257,0
Kerala,2018,4,Idukki,51462,0
Kerala,2019,1,Thiruvananthapuram,239634,0
Kerala,2019,1,Kasaragod,59697,0
Kerala,2019,1,Malappuram,206857,0
Kerala,2019,1,Pathanamthitta,60107,0
Kerala,2019,1,Wayanad,49356,0
Kerala,2019,1,Alappuzha,114882,0
Kerala,2019,1,Kozhikode,212403,0
Kerala,2019,1,Kollam,125697,0
Kerala,2019,1,Thrissur,184516,0
Kerala,2019,1,Palakkad,145211,0
Kerala,2019,1,Kannur,143289,0
Kerala,2019,1,Kottayam,121975,0
Kerala,2019,1,Ernakulam,409812,0
Kerala,2019,1,Idukki,63188,0
Kerala,2019,2,Thiruvananthapuram,288292,1135131
Kerala,2019,2,Kasaragod,73129,217303
Kerala,2019,2,Malappuram,243384,723654
Kerala,2019,2,Pathanamthitta,73032,207058
Kerala,2019,2,Wayanad,60200,203388
Kerala,2019,2,Alappuzha,139046,426583
Kerala,2019,2,Kozhikode,251348,851952
Kerala,2019,2,Kollam,152841,468261
Kerala,2019,2,Thrissur,220648,709813
Kerala,2019,2,Palakkad,174037,593468
Kerala,2019,2,Kannur,172894,521458
Kerala,2019,2,Kottayam,145387,438323
Kerala,2019,2,Ernakulam,479320,1927424
Kerala,2019,2,Idukki,76609,249404
Kerala,2019,3,Thiruvananthapuram,340900,4182693
Kerala,2019,3,Kasaragod,86660,767969
Kerala,2019,3,Malappuram,282514,2453834
Kerala,2019,3,Pathanamthitta,85982,734361
Kerala,2019,3,Wayanad,71761,716214
Kerala,2019,3,Alappuzha,166845,1628789
Kerala,2019,3,Kozhikode,294333,3172854
Kerala,2019,3,Kollam,183743,1799822
Kerala,2019,3,Thrissur,259366,2510843
Kerala,2019,3,Palakkad,202761,2057447
Kerala,2019,3,Kannur,204129,1838589
Kerala,2019,3,Kottayam,169581,1542321
Kerala,2019,3,Ernakulam,553200,7217455
Kerala,2019,3,Idukki,89188,848503
Kerala,2019,4,Thiruvananthapuram,400110,5279003
Kerala,2019,4,Kasaragod,101775,998295
Kerala,2019,4,Malappuram,333816,3211891
Kerala,2019,4,Pathanamthitta,100709,1038075
Kerala,2019,4,Wayanad,85420,940411
Kerala,2019,4,Alappuzha,198940,2160282
Kerala,2019,4,Kozhikode,345534,4018300
Kerala,2019,4,Kollam,221687,2422066
Kerala,2019,4,Thrissur,302503,3090870
Kerala,2019,4,Palakkad,237650,2541409
Kerala,2019,4,Kannur,240296,2379718
Kerala,2019,4,Kottayam,197540,2010069
Kerala,2019,4,Ernakulam,633101,8838605
Kerala,2019,4,Idukki,104857,1117039
Kerala,2020,1,Thiruvananthapuram,466301,6148324
Kerala,2020,1,Kasaragod,121264,1204490
Kerala,2020,1,Malappuram,387405,3701945
Kerala,2020,1,Pathanamthitta,118197,1168749
Kerala,2020,1,Wayanad,101733,1172735
Kerala,2020,1,Alappuzha,235048,2565160
Kerala,2020,1,Kozhikode,404139,4887122
Kerala,2020,1,Kollam,265751,2917884
Kerala,2020,1,Thrissur,349437,3445588
Kerala,2020,1,Palakkad,277861,2987636
Kerala,2020,1,Kannur,282719,2862750
Kerala,2020,1,Kottayam,229263,2292523
Kerala,2020,1,Ernakulam,716945,9757027
Kerala,2020,1,Idukki,122253,1284465
Kerala,2020,2,Thiruvananthapuram,536574,5451213
Kerala,2020,2,Kasaragod,147502,1528087
Kerala,2020,2,Malappuram,445757,3974301
Kerala,2020,2,Pathanamthitta,140329,1272810
Kerala,2020,2,Wayanad,120305,1327210
Kerala,2020,2,Alappuzha,274531,2704982
Kerala,2020,2,Kozhikode,469436,4839388
Kerala,2020,2,Kollam,318727,3265373
Kerala,2020,2,Thrissur,403662,3488414
Kerala,2020,2,Palakkad,324519,3251760
Kerala,2020,2,Kannur,338685,3495639
Kerala,2020,2,Kottayam,265591,2380765
Kerala,2020,2,Ernakulam,798771,7499783
Kerala,2020,2,Idukki,144455,1353228
Kerala,2020,3,Thiruvananthapuram,624681,7345447
Kerala,2020,3,Kasaragod,180232,2179862
Kerala,2020,3,Malappuram,533108,5623411
Kerala,2020,3,Pathanamthitta,167320,1736047
Kerala,2020,3,Wayanad,142714,1846742
Kerala,2020,3,Alappuzha,330393,3840522
Kerala,2020,3,Kozhikode,554275,6888523
Kerala,2020,3,Kollam,385866,4660522
Kerala,2020,3,Thrissur,479671,4994319
Kerala,2020,3,Palakkad,384712,4352750
Kerala,2020,3,Kannur,400107,4640937
Kerala,2020,3,Kottayam,311954,3190433
Kerala,2020,3,Ernakulam,917356,11265204
Kerala,2020,3,Idukki,169911,1744303
Kerala,2020,4,Thiruvananthapuram,708948,10482263
Kerala,2020,4,Kasaragod,209440,2848250
Kerala,2020,4,Malappuram,619218,8047145
Kerala,2020,4,Pathanamthitta,192013,2377621
Kerala,2020,4,Wayanad,164709,2757030
Kerala,2020,4,Alappuzha,377772,5193038
Kerala,2020,4,Kozhikode,635320,9740863
Kerala,2020,4,Kollam,442546,6115482
Kerala,2020,4,Thrissur,548425,6831111
Kerala,2020,4,Palakkad,439597,5835404
Kerala,2020,4,Kannur,457911,6250499
Kerala,2020,4,Kottayam,357079,4475611
Kerala,2020,4,Ernakulam,1039584,17903269
Kerala,2020,4,Idukki,194607,2557687
Kerala,2021,1,Thiruvananthapuram,767813,12466068
Kerala,2021,1,Kasaragod,228237,3185008
Kerala,2021,1,Malappuram,676242,10051526
Kerala,2021,1,Pathanamthitta,208354,2657364
Kerala,2021,1,Wayanad,179709,3269417
Kerala,2021,1,Alappuzha,410141,5933047
Kerala,2021,1,Kozhikode,691148,11973015
Kerala,2021,1,Kollam,480459,6908382
Kerala,2021,1,Thrissur,594589,7910699
Kerala,2021,1,Palakkad,477868,6855314
Kerala,2021,1,Kannur,496955,7186972
Kerala,2021,1,Kottayam,387696,5271780
Kerala,2021,1,Ernakulam,1126122,22261257
Kerala,2021,1,Idukki,211610,2988884
Kerala,2021,2,Thiruvananthapuram,820485,8526776
Kerala,2021,2,Kasaragod,243917,3444687
Kerala,2021,2,Malappuram,722597,8227295
Kerala,2021,2,Pathanamthitta,222891,2852610
Kerala,2021,2,Wayanad,192607,3553608
Kerala,2021,2,Alappuzha,438924,4396583
Kerala,2021,2,Kozhikode,737623,9003105
Kerala,2021,2,Kollam,513820,5757980
Kerala,2021,2,Thrissur,635598,6202633
Kerala,2021,2,Palakkad,511298,6562902
Kerala,2021,2,Kannur,530657,6759103
Kerala,2021,2,Kottayam,415007,4409816
Kerala,2021,2,Ernakulam,1203623,13632731
Kerala,2021,2,Idukki,227036,4484586
Kerala,2021,3,Thiruvananthapuram,878444,11037318
Kerala,2021,3,Kasaragod,261347,4398139
Kerala,2021,3,Malappuram,773963,11600738
Kerala,2021,3,Pathanamthitta,239479,3473793
Kerala,2021,3,Wayanad,206950,4890558
Kerala,2021,3,Alappuzha,471228,5643125
Kerala,2021,3,Kozhikode,789078,11968490
Kerala,2021,3,Kollam,551267,7524489
Kerala,2021,3,Thrissur,681187,8015973
Kerala,2021,3,Palakkad,548776,8458671
Kerala,2021,3,Kannur,568613,8784346
Kerala,2021,3,Kottayam,445540,5814480
Kerala,2021,3,Ernakulam,1289089,18436828
Kerala,2021,3,Idukki,244464,6235769
Kerala,2021,4,Thiruvananthapuram,935705,21270773
Kerala,2021,4,Kasaragod,278581,7248336
Kerala,2021,4,Malappuram,824018,23720176
Kerala,2021,4,Pathanamthitta,255731,5391118
Kerala,2021,4,Wayanad,220807,7982879
Kerala,2021,4,Alappuzha,503589,11363976
Kerala,2021,4,Kozhikode,839678,24235913
Kerala,2021,4,Kollam,588254,13796316
Kerala,2021,4,Thrissur,725878,14357402
Kerala,2021,4,Palakkad,585306,15190646
Kerala,2021,4,Kannur,605576,15222905
Kerala,2021,4,Kottayam,475496,10593013
Kerala,2021,4,Ernakulam,1374081,36976737
Kerala,2021,4,Idukki,261110,6192667
Kerala,2022,1,Thiruvananthapuram,989791,5574116
Kerala,2022,1,Kasaragod,294943,5220451
Kerala,2022,1,Malappuram,871127,9688261
Kerala,2022,1,Pathanamthitta,271165,4036616
Kerala,2022,1,Wayanad,234308,6349929
Kerala,2022,1,Alappuzha,534116,2971951
Kerala,2022,1,Kozhikode,887215,8824744
Kerala,2022,1,Kollam,623472,4995465
Kerala,2022,1,Thrissur,768604,5764628
Kerala,2022,1,Palakkad,620428,9057055
Kerala,2022,1,Kannur,640842,8394165
Kerala,2022,1,Kottayam,504349,4454903
Kerala,2022,1,Ernakulam,1454447,8812130
Kerala,2022,1,Idukki,277492,9903479
Kerala,2022,2,Thiruvananthapuram,1041643,5205518
Kerala,2022,2,Kasaragod,309835,6295837
Kerala,2022,2,Malappuram,915204,9789246
Kerala,2022,2,Pathanamthitta,285622,3462591
Kerala,2022,2,Wayanad,246673,7011213
Kerala,2022,2,Alappuzha,563253,3130200
Kerala,2022,2,Kozhikode,932060,9263814
Kerala,2022,2,Kollam,657033,5093583
Kerala,2022,2,Thrissur,808727,5650708
Kerala,2022,2,Palakkad,653051,9694658
Kerala,2022,2,Kannur,673887,9375321
Kerala,2022,2,Kottayam,531625,5282278
Kerala,2022,2,Ernakulam,1531113,8132654
Kerala,2022,2,Idukki,292807,11488771
Kerala,2022,3,Thiruvananthapuram,1095580,5022977
Kerala,2022,3,Kasaragod,325218,6664472
Kerala,2022,3,Malappuram,961854,10102534
Kerala,2022,3,Pathanamthitta,301025,3433193
Kerala,2022,3,Wayanad,259233,7609643
Kerala,2022,3,Alappuzha,593932,2997077
Kerala,2022,3,Kozhikode,978992,9370370
Kerala,2022,3,Kollam,692226,5343177
Kerala,2022,3,Thrissur,851462,5943980
Kerala,2022,3,Palakkad,687131,11390747
Kerala,2022,3,Kannur,708205,10396280
Kerala,2022,3,Kottayam,560099,4928594
Kerala,2022,3,Ernakulam,1611052,8148392
Kerala,2022,3,Idukki,307968,13214397
Kerala,2022,4,Thiruvananthapuram,1146770,33100692
Kerala,2022,4,Kasaragod,338388,12808213
Kerala,2022,4,Malappuram,1003617,37725553
Kerala,2022,4,Pathanamthitta,314210,9572683
Kerala,2022,4,Wayanad,270179,15089566
Kerala,2022,4,Alappuzha,622234,18999526
Kerala,2022,4,Kozhikode,1022289,38157103
Kerala,2022,4,Kollam,724767,23525755
Kerala,2022,4,Thrissur,889949,22786290
Kerala,2022,4,Palakkad,717320,27381415
Kerala,2022,4,Kannur,738843,25180742
Kerala,2022,4,Kottayam,585546,17988479
Kerala,2022,4,Ernakulam,1687311,53387728
Kerala,2022,4,Idukki,320679,11278104
Kerala,2023,1,Thiruvananthapuram,1196164,5790866
Kerala,2023,1,Kasaragod,352199,7272460
Kerala,2023,1,Malappuram,1043945,11327999
Kerala,2023,1,Pathanamthitta,327848,4496002
Kerala,2023,1,Wayanad,281511,7462010
Kerala,2023,1,Alappuzha,649660,3956500
Kerala,2023,1,Kozhikode,1063764,10336755
Kerala,2023,1,Kollam,756282,5731050
Kerala,2023,1,Thrissur,927648,5348184
Kerala,2023,1,Palakkad,747944,11955428
Kerala,2023,1,Kannur,769407,11743750
Kerala,2023,1,Kottayam,611048,5890990
Kerala,2023,1,Ernakulam,1760620,8892815
Kerala,2023,1,Idukki,334683,16191071
Kerala,2023,2,Thiruvananthapuram,1241042,6354892
Kerala,2023,2,Kasaragod,365799,7727594
Kerala,2023,2,Malappuram,1082848,11475040
Kerala,2023,2,Pathanamthitta,340929,4397954
Kerala,2023,2,Wayanad,292600,7246631
Kerala,2023,2,Alappuzha,675625,3829674
Kerala,2023,2,Kozhikode,1102669,8793853
Kerala,2023,2,Kollam,786161,6933075
Kerala,2023,2,Thrissur,963142,5302267
Kerala,2023,2,Palakkad,777224,13375973
Kerala,2023,2,Kannur,798378,10810493
Kerala,2023,2,Kottayam,635322,6941205
Kerala,2023,2,Ernakulam,1826879,9272340
Kerala,2023,2,Idukki,348723,18849803
Kerala,2023,3,Thiruvananthapuram,1288756,5237375
Kerala,2023,3,Kasaragod,379477,9114678
Kerala,2023,3,Malappuram,1122286,15747619
Kerala,2023,3,Pathanamthitta,354481,3660388
Kerala,2023,3,Wayanad,304106,8337163
Kerala,2023,3,Alappuzha,702662,2846975
Kerala,2023,3,Kozhikode,1142968,10149133
Kerala,2023,3,Kollam,817493,7838703
Kerala,2023,3,Thrissur,1000321,6608692
Kerala,2023,3,Palakkad,807530,18972836
Kerala,2023,3,Kannur,828310,14423435
Kerala,2023,3,Kottayam,660585,8034023
Kerala,2023,3,Ernakulam,1897604,9073384
Kerala,2023,3,Idukki,362564,25000023
Kerala,2023,4,Thiruvananthapuram,1334950,77115870
Kerala,2023,4,Kasaragod,392611,23578195
Kerala,2023,4,Malappuram,1160238,84540605
Kerala,2023,4,Pathanamthitta,367730,22005049
Kerala,2023,4,Wayanad,314903,23024547
Kerala,2023,4,Alappuzha,728812,41346378
Kerala,2023,4,Kozhikode,1181172,75460182
Kerala,2023,4,Kollam,847768,49131409
Kerala,2023,4,Thrissur,1036542,58890256
Kerala,2023,4,Palakkad,836952,60640107
Kerala,2023,4,Kannur,857051,48779264
Kerala,2023,4,Kottayam,685268,44070801
Kerala,2023,4,Ernakulam,1964544,113587855
